bus_route,bus_route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seats_available
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67130,Volvo AC Seater (2+2),07:45,08h 15m,16:00,3.0,1169.0,36
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67130,Volvo AC Seater (2+2),09:05,06h 55m,16:00,4.3,1045.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67123,Volvo AC Seater (2+2),12:10,09h 00m,21:10,3.1,1169.0,36
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67123,Volvo AC Seater (2+2),13:45,07h 25m,21:10,2.8,1045.0,34
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),15:50,09h 00m,00:50,3.0,1169.0,33
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40,07h 10m,00:50,4.2,1045.0,33
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,09h 20m,06:20,3.3,1169.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,08h 30m,06:20,3.6,1045.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,09h 00m,08:58,2.6,1169.0,34
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,07h 35m,05:55,4.7,1272.0,27
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,08h 30m,08:00,4.6,1283.0,21
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,09h 00m,07:15,4.5,1319.0,32
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,AdKhurana Bus Service,Volvo A/C (2+2),08:55,08h 30m,17:25,4.2,1300.0,22
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,08h 20m,08:00,4.4,1425.0,26
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,08h 15m,05:15,4.6,1639.0,33
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,New Navyug Travels,A/C Sleeper (2+1),22:45,07h 25m,06:10,4.1,653.0,22
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,08h 05m,04:05,4.4,1170.0,30
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:20,07h 44m,07:04,4.4,1251.0,27
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,08h 10m,06:10,4.3,1205.0,27
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,08h 55m,05:25,4.4,1359.0,39
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,08h 55m,07:25,4.6,1489.0,27
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,07h 55m,06:25,4.7,1283.0,28
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,A/C Sleeper (2+1),21:35,07h 50m,05:25,4.7,1467.0,21
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:00,08h 00m,07:00,4.5,1330.0,34
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,RS YADAV SMART BUS,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:30,07h 20m,05:50,4.6,1399.0,17
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:05,07h 27m,06:32,3.9,1099.0,31
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),18:30,07h 30m,02:00,3.9,810.0,36
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Khurana Bus Service,Volvo A/C (2+2),10:50,08h 10m,19:00,3.9,1020.0,28
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Bhawani Travels,A/C Seater / Sleeper (2+2),23:00,06h 40m,05:40,3.0,900.0,28
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,FlixBus,Bharat Benz A/C Sleeper (2+1),21:00,08h 25m,05:25,4.7,1811.61,12
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,07h 10m,06:40,4.7,1489.0,30
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07h 30m,02:00,4.5,1710.0,39
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,09h 20m,07:20,4.8,2039.0,20
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:13,06h 57m,06:10,4.0,1299.0,27
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:45,07h 35m,07:20,4.5,2639.0,16
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Royal Safari India Travels,A/C Seater / Sleeper (2+2),22:30,07h 00m,05:30,0.0,1371.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),22:40,05h 41m,04:21,2.9,809.0,29
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),23:55,08h 50m,08:45,1.2,749.0,14
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,07h 35m,07:15,2.4,961.0,45
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),17:00,07h 50m,00:50,0.0,749.0,42
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:25,07h 00m,06:25,2.5,1259.0,15
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),14:00,09h 05m,23:05,2.8,494.0,45
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),17:00,07h 30m,00:30,2.4,910.0,39
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,06h 35m,05:00,4.0,1199.0,28
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,05:10,3.3,1199.0,24
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),22:30,07h 30m,06:00,3.4,962.0,36
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,07h 05m,06:30,3.1,1249.0,22
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:05,07h 07m,06:12,3.1,1399.0,20
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),20:30,07h 30m,04:00,1.5,910.0,34
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:05,07h 45m,06:50,3.6,1099.0,26
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),17:55,08h 50m,02:45,4.5,990.0,30
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,New National Travels,A/C Seater / Sleeper (2+2),23:00,07h 00m,06:00,2.9,899.0,31
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),01:40,06h 50m,08:30,2.0,1400.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:40,06h 20m,05:00,2.5,999.0,17
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:50,06h 59m,06:49,4.9,1140.0,21
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Lavish Travels,A/C Seater / Sleeper (2+2),19:35,09h 15m,04:50,1.3,989.0,35
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,10h 25m,06:25,4.5,2132.0,28
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),15:30,07h 30m,23:00,2.2,1049.0,29
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,A/C Sleeper (2+1),20:00,09h 25m,05:25,4.5,2343.0,21
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,FlixBus,Bharat Benz A/C Sleeper (2+1),22:30,08h 35m,07:05,4.5,1508.93,13
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,07h 20m,07:05,4.4,1219.0,34
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Classic Travels,A/C Seater / Sleeper (2+2),21:00,08h 15m,05:15,4.3,1040.0,21
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Big Bus,A/C Seater / Sleeper (2+2),17:35,06h 20m,23:55,2.1,924.0,34
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),19:40,08h 30m,04:10,3.1,1017.0,38
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,FlixBus,Bharat Benz A/C Sleeper (2+1),17:45,08h 25m,02:10,2.3,1183.04,12
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),22:40,07h 26m,06:06,1.0,989.0,21
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),22:50,06h 45m,05:35,2.1,965.0,34
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,City Land Travels,A/C Seater/Sleeper (2+1),23:15,07h 25m,06:40,1.7,1100.0,26
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,09h 45m,09:15,5.0,3300.0,46
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,A/C Semi Sleeper (2+2),04:30,09h 45m,14:15,5.0,3300.0,33
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),11:30,09h 45m,21:15,5.0,3300.0,46
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,05:10,5.0,1199.0,23
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:00,07h 50m,06:50,4.1,1206.0,35
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Deltin Travels Pvt Ltd,Bharat Benz A/C Seater /Sleeper (2+1),22:30,08h 16m,06:46,4.0,839.0,31
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Deltin Travels Pvt Ltd,Bharat Benz A/C Seater /Sleeper (2+1),22:30,08h 16m,06:46,4.0,1200.0,39
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,RK Holiday,A/C Seater / Sleeper (2+2),18:40,07h 00m,01:40,2.1,788.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:00,07h 15m,06:15,2.0,1000.0,38
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:35,07h 20m,03:55,3.9,1944.0,27
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:30,09h 35m,04:05,1.0,2004.0,30
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Ashok Bus Service,A/C Seater / Sleeper (2+2),23:35,08h 40m,08:15,1.3,1234.0,33
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),21:40,07h 00m,04:40,1.0,788.0,33
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,A/C Semi Sleeper (2+2),06:00,09h 45m,15:45,3.6,3300.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),02:00,09h 45m,11:45,3.6,3300.0,45
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,A/C Semi Sleeper (2+2),08:00,09h 45m,17:45,3.6,3300.0,41
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),16:30,09h 45m,02:15,3.6,3300.0,50
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),01:00,09h 45m,10:45,3.6,3850.0,38
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),13:30,09h 45m,23:15,3.6,3850.0,39
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,09h 45m,07:45,3.6,3850.0,31
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),19:30,09h 45m,05:15,3.6,3300.0,44
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Travel Point,A/C Seater / Sleeper (2+2),21:00,06h 21m,03:21,3.2,1046.67,46
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),09:30,09h 45m,19:15,3.0,3850.0,37
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),03:30,09h 45m,13:15,1.0,3850.0,33
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,CALL2TRIP,A/C Seater / Sleeper (2+2),22:40,07h 00m,05:40,1.0,899.0,19
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),17:15,07h 50m,01:05,3.3,999.0,53
Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Big Bus,Volvo A/C Semi Sleeper (2+2),08:30,08h 30m,17:00,3.3,1599.0,30
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67085,Volvo AC Seater (2+2),02:00,06h 00m,08:00,3.2,826.0,34
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67085,Volvo AC Seater (2+2),03:00,05h 00m,08:00,4.5,711.0,34
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67070,Volvo AC Seater (2+2),06:15,05h 30m,11:45,3.6,711.0,34
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67069,Volvo AC Seater (2+2),06:40,06h 50m,13:30,4.9,826.0,19
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67069,Volvo AC Seater (2+2),08:00,05h 30m,13:30,4.3,711.0,20
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67105,AC Seater Hvac 2+2,09:50,05h 30m,15:20,2.7,454.0,36
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67160,Volvo AC Seater (2+2),11:46,05h 29m,17:15,4.4,711.0,33
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 66665,Volvo AC Seater (2+2),14:01,04h 59m,19:00,4.2,711.0,34
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 66689,Volvo AC Seater (2+2),15:26,04h 59m,20:25,4.0,711.0,27
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 67140,AC Seater Hvac 2+2,16:00,05h 30m,21:30,2.5,454.0,41
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,PEPSU (Punjab) - 66667,Volvo AC Seater (2+2),17:31,04h 59m,22:30,4.2,711.0,11
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Hari Das Tour &Travels,Bharat Benz A/C Semi Sleeper (2+2),22:30,06h 30m,05:00,3.6,999.0,47
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),02:00,07h 00m,09:00,3.0,3300.0,44
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),03:30,07h 00m,10:30,3.6,3850.0,33
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,A/C Semi Sleeper (2+2),04:30,07h 00m,11:30,3.6,3300.0,37
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,A/C Semi Sleeper (2+2),06:00,07h 00m,13:00,3.6,3300.0,37
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,A/C Semi Sleeper (2+2),08:00,07h 00m,15:00,3.6,3300.0,38
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),09:30,07h 00m,16:30,3.6,3850.0,37
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),11:30,07h 00m,18:30,3.6,3300.0,48
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),16:30,07h 00m,23:30,3.6,3300.0,48
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),19:30,07h 00m,02:30,4.0,3300.0,48
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,07h 00m,05:00,3.6,3850.0,27
Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,07h 00m,06:30,3.3,3300.0,48
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,RSRTC - 170039,Express Non AC Seater 2+3,08:20,06h 40m,15:00,3.5,436.0,42
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05h 51m,04:18,4.5,600.0,28
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:20,06h 10m,04:30,4.6,569.0,36
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,AdFlixBus,Bharat Benz A/C Sleeper (2+1),05:00,06h 20m,11:20,4.4,383.04,26
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:55,05h 45m,04:40,4.7,689.0,36
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,06h 50m,06:45,4.4,820.0,36
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,NueGo,Electric A/C Seater (2+2),23:30,05h 35m,05:05,4.1,457.0,36
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,AdGolden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),01:40,06h 15m,07:55,4.6,686.0,40
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06h 50m,06:40,4.5,765.0,28
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),00:40,05h 35m,06:15,4.5,749.0,27
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),02:30,07h 30m,10:00,4.5,616.0,29
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,New Navyug Travels,A/C Sleeper (2+1),23:00,06h 30m,05:30,4.3,799.0,29
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,NueGo,Electric A/C Seater (2+2),18:00,05h 50m,23:50,3.5,467.0,30
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,NueGo,Electric A/C Seater (2+2),11:00,05h 50m,16:50,3.3,462.0,34
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,05h 55m,05:20,4.2,1099.0,29
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,NueGo,Electric A/C Seater (2+2),07:00,05h 50m,12:50,3.3,457.0,36
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Yolo Bus,VE A/C Seater / Sleeper (2+1),00:41,05h 35m,06:16,4.8,500.0,28
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 22m,06:20,3.9,1199.0,37
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),00:15,05h 45m,06:00,5.0,679.0,29
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),20:40,06h 20m,03:00,0.0,649.0,48
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,IntrCity SmartBus,A/C Seater / Sleeper (2+1),01:00,05h 20m,06:20,5.0,729.0,24
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,5.0,1199.0,33
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:30,06h 00m,05:30,3.3,1149.0,30
Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Classic Travels,A/C Seater / Sleeper (2+2),23:30,07h 00m,06:30,2.0,389.0,38
